property_id,property_title,rating,review,description
592,Snaptags,6,"Inspection of Upper Tendon, Open Approach","Displaced apophyseal fracture of right femur, sequela"
593,Meedoo,62,"Alteration of Upper Back with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","Supervision of pregnancy with history of pre-term labor, second trimester"
594,Skipstorm,52,"Bypass Coronary Artery, One Artery from Aorta with Zooplastic Tissue, Open Approach","Partial traumatic amputation of left foot, level unspecified, initial encounter"
595,Zoomzone,69,"Release Inferior Mesenteric Vein, Percutaneous Endoscopic Approach","Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter"
596,Thoughtbridge,8,"Dilation of Left Temporal Artery, Bifurcation, with Intraluminal Device, Percutaneous Approach",Encounter for adjustment or removal of unspecified breast implant
597,Topicstorm,77,"Dilation of Tricuspid Valve, Percutaneous Approach","Dislocation of metacarpophalangeal joint of right ring finger, initial encounter"
598,Rhycero,22,"Release Left Upper Extremity Lymphatic, Percutaneous Endoscopic Approach","Nondisplaced fracture of second metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
599,Shuffletag,55,"Extirpation of Matter from Left Trunk Tendon, Percutaneous Approach","Puncture wound without foreign body of other finger with damage to nail, initial encounter"
600,Dynazzy,45,"Mouth and Throat, Alteration",Ischiocapsular ligament sprain of left hip
601,Zoomlounge,68,"Bypass Left External Iliac Artery to Left Femoral Artery with Autologous Arterial Tissue, Open Approach","Toxic effect of carbon dioxide, undetermined, sequela"
602,Feedmix,80,"Destruction of Left Internal Mammary Lymphatic, Percutaneous Endoscopic Approach",Corrosion of third degree of left palm
603,Einti,37,Therapeutic Exercise Treatment of Musculoskeletal System - Lower Back / Lower Extremity using Other Equipment,"Laceration of unspecified blood vessel at lower leg level, right leg, initial encounter"
604,Pixope,42,"Revision of Nonautologous Tissue Substitute in Right Knee Joint, External Approach","Adverse effect of other antiepileptic and sedative-hypnotic drugs, initial encounter"
605,Youfeed,95,Plain Radiography of Left Shoulder using Low Osmolar Contrast,Nondisplaced fracture of medial phalanx of finger
606,Eimbee,21,"Extirpation of Matter from Left Ureter, Via Natural or Artificial Opening",Fracture of corpus cavernosum penis
607,Skimia,3,"Restriction of Left Pulmonary Vein with Extraluminal Device, Percutaneous Endoscopic Approach",Occupant of special vehicle mainly used in agriculture injured in transport accident
608,Zazio,42,"Extirpation of Matter from Left Peroneal Artery, Percutaneous Endoscopic Approach","Unspecified intracapsular fracture of right femur, initial encounter for open fracture type I or II"
609,Blogspan,68,"Resection of Left Lacrimal Duct, Via Natural or Artificial Opening",Superficial foreign body of unspecified eyelid and periocular area
610,Skiba,22,"Excision of Chest Wall, Open Approach, Diagnostic","Nondisplaced posterior arch fracture of first cervical vertebra, subsequent encounter for fracture with nonunion"
611,Wordware,56,"Insertion of External Fixation Device into Right Pelvic Bone, Percutaneous Endoscopic Approach","Salter-Harris Type I physeal fracture of lower end of unspecified femur, subsequent encounter for fracture with malunion"
612,Geba,100,"Dilation of Right Common Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach","Poisoning by unspecified agents primarily acting on the respiratory system, undetermined, initial encounter"
613,Devpulse,17,Change Cast on Left Upper Extremity,"Other instability, unspecified ankle"
614,Zoozzy,46,"Lower Veins, Restriction","Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
615,Eayo,1,Computerized Tomography (CT Scan) of Facial Bones using Other Contrast,17 weeks gestation of pregnancy
616,Ainyx,51,"Destruction of Cerebral Meninges, Open Approach","Cannabis abuse with intoxication, unspecified"
617,Trunyx,51,"Revision of Internal Fixation Device in Left Metatarsal, Percutaneous Endoscopic Approach",Unspecified open wound of forearm
618,Skyndu,49,"Revision of Extraluminal Device in Stomach, Open Approach","Torus fracture of upper end of unspecified radius, subsequent encounter for fracture with delayed healing"
619,Tagcat,49,"Revision of Autologous Tissue Substitute in Lymphatic, Percutaneous Approach",Urethral abscess
620,Meevee,68,"Dilation of Innominate Artery with Intraluminal Device, Open Approach","Carcinoma in situ of skin of eyelid, including canthus"
621,Voonder,96,High Dose Rate (HDR) Brachytherapy of Pleura using Palladium 103 (Pd-103),"Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs, subsequent encounter"
622,Skiba,65,"Removal of Stimulator Lead from Bladder, Via Natural or Artificial Opening","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with routine healing"
623,Linklinks,76,"Dilation of Left Anterior Tibial Artery with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach","Labor and delivery complicated by other cord complications, fetus 5"
624,Fiveclub,52,"Excision of Left Maxillary Sinus, Percutaneous Approach, Diagnostic","Nondisplaced oblique fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
625,Photobean,84,"Destruction of Left Upper Arm Tendon, Open Approach","Other mechanical complication of prosthetic orbit of right eye, sequela"
626,Buzzster,93,"Drainage of Bilateral Ureters, Percutaneous Endoscopic Approach, Diagnostic","Dislocation of unspecified interphalangeal joint of right middle finger, initial encounter"
627,Zoombeat,9,"Insertion of Internal Fixation Device into Right Patella, Open Approach","Assault by being hit or run over by motor vehicle, initial encounter"
628,Fiveclub,23,"Supplement Cystic Duct with Autologous Tissue Substitute, Percutaneous Approach","Nondisplaced fracture of base of other metacarpal bone, initial encounter for open fracture"
629,Skinder,33,"Measurement of Respiratory Capacity, Via Natural or Artificial Opening","Unspecified open wound, unspecified hip, initial encounter"
630,Aimbo,68,"Drainage of Right Lower Extremity, Percutaneous Endoscopic Approach","Poisoning by caffeine, intentional self-harm"
631,Miboo,15,"Excision of Right Internal Carotid Artery, Percutaneous Endoscopic Approach, Diagnostic","Idiopathic gout, left hip"
632,Rhyzio,50,"Transfer Right Foot Bursa and Ligament, Percutaneous Endoscopic Approach","Other postprocedural shock, initial encounter"
633,LiveZ,7,"Introduction of Monoclonal Antibody into Respiratory Tract, Percutaneous Approach",Acute gastroenteropathy due to Norwalk agent and other small round viruses
634,Realmix,89,"Excision of Left External Iliac Artery, Percutaneous Endoscopic Approach",Personal history of malignant neoplasm of other urinary tract organ
635,Fadeo,52,"Supplement Right Humeral Shaft with Nonautologous Tissue Substitute, Percutaneous Approach",Pulmonary embolism with acute cor pulmonale
636,Quinu,61,"Restriction of Ampulla of Vater with Intraluminal Device, Via Natural or Artificial Opening Endoscopic","Laceration of left kidney, unspecified degree, initial encounter"
637,Meevee,34,"Alteration of Head with Synthetic Substitute, Percutaneous Endoscopic Approach",Varicose veins of left lower extremity with both ulcer of ankle and inflammation
638,Eare,1,Tomographic (Tomo) Nuclear Medicine Imaging of Abdomen and Pelvis using Technetium 99m (Tc-99m),"Laceration with foreign body of left lesser toe(s) without damage to nail, initial encounter"
639,Vidoo,75,"Bypass Stomach to Cutaneous with Nonautologous Tissue Substitute, Open Approach",Displacement of internal fixation device of bones of foot and toes
640,Zoombox,100,"Supplement Esophagus with Nonautologous Tissue Substitute, Open Approach","Malocclusion, Angle's class III"
641,Fadeo,24,"Bypass Lower Esophagus to Jejunum, Via Natural or Artificial Opening Endoscopic","Traumatic rupture of palmar ligament of right ring finger at metacarpophalangeal and interphalangeal joint, subsequent encounter"
642,Zooxo,34,"Transfusion of Nonautologous Red Blood Cells into Products of Conception, Circulatory, Percutaneous Approach","Other ice-skates accident, subsequent encounter"
643,Muxo,91,"Drainage of Trachea, Percutaneous Approach","Nondisplaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with nonunion"
644,Realcube,56,"Bypass Right Common Iliac Artery to Mesenteric Artery, Open Approach","Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
645,Tambee,37,"Extraction of Lower Vein, Percutaneous Approach",Transient alteration of awareness
646,Buzzshare,62,"Destruction of Right Lobe Liver, Percutaneous Approach","Nondisplaced fracture of lesser tuberosity of right humerus, initial encounter for open fracture"
647,Flashdog,87,"Release Right External Auditory Canal, Open Approach","Unspecified fracture of lower end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
648,Ntags,99,"Transfer Right Hand Muscle with Skin, Open Approach",Other rheumatoid arthritis with rheumatoid factor of left knee
649,Thoughtstorm,94,Plain Radiography of Bilateral Lower Extremity Lymphatics using Low Osmolar Contrast,"Progressive external ophthalmoplegia, unspecified eye"
650,Topicware,57,"Drainage of Left Shoulder Muscle, Percutaneous Approach","Coma scale, eyes open, spontaneous, at hospital admission"
651,Quire,22,"Removal of Drainage Device from Cranial Nerve, Open Approach",Anterior subluxation and dislocation of radial head
652,Shufflebeat,70,Hyperthermia of Gallbladder,"Other fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
653,Skibox,45,"Detachment at Left Lower Arm, Low, Open Approach","Nondisplaced fracture of coronoid process of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC"
654,Fatz,16,"Dilation of Left Internal Mammary Artery, Open Approach","Sclerosing keratitis, bilateral"
655,Kwilith,86,"Excision of Upper Artery, Open Approach, Diagnostic","Car driver injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
656,Meembee,1,"Restriction of Left Axillary Vein with Intraluminal Device, Percutaneous Approach","Rupture of synovium, right toe(s)"
657,Topdrive,75,"Insertion of External Fixation Device into Right Metacarpocarpal Joint, Open Approach","Unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra, sequela"
658,Zoomcast,51,"Repair Urinary System in Products of Conception, Percutaneous Approach","Unspecified open wound of unspecified part of neck, initial encounter"
659,Quatz,50,"Removal of Internal Fixation Device from Right Temporomandibular Joint, Percutaneous Endoscopic Approach","Motorcycle passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
660,Meeveo,54,Therapeutic Exercise Treatment of Respiratory System - Lower Back / Lower Extremity using Mechanical or Electromechanical Equipment,"Other specified complication of cardiac prosthetic devices, implants and grafts, initial encounter"
661,Meedoo,88,"Supplement Left Main Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","Nondisplaced fracture of distal phalanx of right lesser toe(s), subsequent encounter for fracture with delayed healing"
662,Quaxo,39,"Excision of Head and Neck Tendon, Open Approach","Unspecified car occupant injured in collision with pick-up truck in traffic accident, sequela"
663,Eazzy,13,"Excision of Right Vertebral Artery, Percutaneous Approach",Displaced fracture of lateral malleolus of unspecified fibula
664,Talane,46,"Reposition Right Tibia, Percutaneous Endoscopic Approach",Exposure to melting of other clothing and apparel
665,Yacero,18,"Excision of Sternum, Open Approach","Other injury of prostate, subsequent encounter"
666,Ailane,27,"Supplement Uterine Supporting Structure with Autologous Tissue Substitute, Open Approach",Other complications of foreign body accidentally left in body following procedure
667,Feedbug,72,"Extirpation of Matter from Right External Auditory Canal, Percutaneous Approach","Displaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with delayed healing"
668,Quinu,80,"Dilation of Right External Iliac Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach","Legal intervention involving other specified means, bystander injured, subsequent encounter"
669,Flashdog,57,"Bypass Duodenum to Cutaneous with Synthetic Substitute, Open Approach","Thrombosis due to genitourinary prosthetic devices, implants and grafts, subsequent encounter"
670,Tagpad,2,"Revision of Infusion Device in Ureter, External Approach","Salter-Harris Type I physeal fracture of upper end of radius, unspecified arm"
671,Browseblab,10,"Excision of Right Lacrimal Duct, Percutaneous Approach, Diagnostic","Corrosion of third degree of unspecified multiple fingers (nail), including thumb, subsequent encounter"
672,Ntags,61,"Dilation of Ileum, Via Natural or Artificial Opening Endoscopic","Burn of first degree of chest wall, sequela"
673,Skiptube,57,"Revision of Drainage Device in Lower Back, Percutaneous Approach","Poisoning by, adverse effect of and underdosing of unspecified hormone antagonists"
674,Rhynoodle,98,"Drainage of Right Subclavian Vein, Percutaneous Approach","Nondisplaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with nonunion"
675,Blogpad,18,"Replacement of Pulmonary Trunk with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","Intermittent hydrarthrosis, unspecified knee"
676,Voolia,32,"Restriction of Left Common Iliac Artery with Intraluminal Device, Percutaneous Approach","Longitudinal reduction defect of femur, bilateral"
677,Talane,4,"Computerized Tomography (CT Scan) of Bladder using Other Contrast, Unenhanced and Enhanced","Toxic effect of other specified substances, accidental (unintentional), subsequent encounter"
678,Miboo,41,"Bypass Left Ulnar Artery to Left Lower Arm Artery with Synthetic Substitute, Open Approach","Poisoning by, adverse effect of and underdosing of butyrophenone and thiothixene neuroleptics"
679,Skipstorm,96,"Fusion of Left Finger Phalangeal Joint with Internal Fixation Device, Percutaneous Endoscopic Approach",Activities involving computer technology and electronic devices
680,Fadeo,35,"Dilation of Left Parotid Duct, Open Approach","Salter-Harris Type I physeal fracture of upper end of left femur, subsequent encounter for fracture with nonunion"
681,Devbug,33,Vocational Counseling,"Unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, subsequent encounter for fracture with nonunion"
682,Tavu,4,"Bypass Left Vas Deferens to Left Epididymis, Percutaneous Endoscopic Approach","Displacement of internal fixation device of right humerus, subsequent encounter"
683,Agivu,2,"Removal of Drainage Device from Scrotum and Tunica Vaginalis, External Approach",Nondisplaced fracture of posterior process of right talus
684,Browsetype,85,"Excision of Cisterna Chyli, Open Approach",Insect bite (nonvenomous) of upper arm
685,Bubbletube,78,"Drainage of Right Femoral Region, Open Approach","Unspecified complication of procedure, initial encounter"
686,Twinte,28,"Revision of External Fixation Device in Right Pelvic Bone, Open Approach","Unspecified fracture of right calcaneus, subsequent encounter for fracture with delayed healing"
687,Dynabox,43,"Drainage of Coccyx with Drainage Device, Open Approach","Maternal care for (suspected) damage to fetus by other medical procedures, fetus 5"
688,Abatz,66,"Removal of Infusion Device from Lymphatic, External Approach","Paralytic calcification and ossification of muscle, left hand"
689,Mynte,92,"Restriction of Right Internal Iliac Artery with Extraluminal Device, Percutaneous Approach",Other specified injury of anterior tibial artery
690,Topicshots,61,"Dilation of Left Axillary Artery, Open Approach","Unspecified open wound of left ring finger with damage to nail, initial encounter"
691,Npath,10,"Dilation of Right Vertebral Vein, Open Approach","Other injury due to other accident to fishing boat, sequela"
692,Browsezoom,31,"Excision of Left Frontal Sinus, Percutaneous Approach, Diagnostic",Generalized skin eruption due to drugs and medicaments taken internally
693,Gigaclub,76,"Bypass Right Common Iliac Artery to Left Renal Artery with Synthetic Substitute, Percutaneous Endoscopic Approach",Unspecified subluxation of unspecified wrist and hand
694,Zoonder,96,"Beam Radiation of Right Breast using Heavy Particles (Protons,Ions)","Scombroid fish poisoning, accidental (unintentional), subsequent encounter"
695,Realbridge,18,"Bypass Left Kidney Pelvis to Ileum, Percutaneous Endoscopic Approach",Other conditions originating in the perinatal period
696,Zoovu,51,"Dilation of Right Femoral Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach","Unspecified injury of femoral vein at hip and thigh level, right leg, subsequent encounter"
697,Jamia,44,"Drainage of Right Occipital Bone, Percutaneous Approach","Person on outside of heavy transport vehicle injured in noncollision transport accident in nontraffic accident, subsequent encounter"
698,Realblab,90,"Drainage of Right Thumb Phalanx, Percutaneous Endoscopic Approach","Kaschin-Beck disease, ankle and foot"
699,Tagfeed,60,"Removal of Drainage Device from Left Eye, Percutaneous Approach","Other specified injury of intrinsic muscle, fascia and tendon of right thumb at wrist and hand level, sequela"
700,Zoomzone,37,"Inspection of Left Tarsal Joint, Open Approach",Foreign body in nasal sinus
701,Midel,83,"Repair Right Metacarpal, Percutaneous Approach","Corrosion of first degree of multiple sites of right ankle and foot, subsequent encounter"
702,Yodo,61,"Drainage of Left Lesser Saphenous Vein with Drainage Device, Open Approach",Driver of heavy transport vehicle injured in collision with unspecified motor vehicles in nontraffic accident
703,Wikivu,35,"Drainage of Right Thorax Bursa and Ligament, Percutaneous Endoscopic Approach","Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with malunion"
704,Eayo,90,"Bypass Left Common Carotid Artery to Intracranial Artery, Open Approach","Idiopathic chronic gout, ankle and foot"
705,Fivebridge,43,"Release Bilateral Adrenal Glands, Open Approach",Mechanical lagophthalmos left lower eyelid
706,Feedbug,45,"Dilation of Abdominal Aorta, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach","Leakage of femoral arterial graft (bypass), initial encounter"
707,Blogspan,12,"Reposition Descending Colon, Percutaneous Endoscopic Approach",Minor laceration of head of pancreas
708,Browsecat,51,"Replacement of Face Subcutaneous Tissue and Fascia with Nonautologous Tissue Substitute, Percutaneous Approach","Unspecified injury of radial artery at wrist and hand level of unspecified arm, sequela"
709,Einti,83,Low Dose Rate (LDR) Brachytherapy of Soft Palate using Iodine 125 (I-125),Peritoneal adhesions (postprocedural) (postinfection)
710,Tekfly,81,"Destruction of Perineum Tendon, Percutaneous Approach","Fracture of unspecified part of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
711,Yata,77,"Inspection of Right Hand, External Approach",External constriction of right ring finger
712,Skivee,43,"Revision of Synthetic Substitute in Upper Intestinal Tract, External Approach","Transient synovitis, left shoulder"
713,Oyope,89,"Excision of Right Lower Lobe Bronchus, Percutaneous Approach, Diagnostic","Displaced fracture of medial phalanx of right lesser toe(s), subsequent encounter for fracture with nonunion"
714,Trudoo,17,"Excision of Trachea, Via Natural or Artificial Opening, Diagnostic","Subluxation of right scapula, initial encounter"
715,Cogibox,61,"Excision of Left Fallopian Tube, Percutaneous Endoscopic Approach, Diagnostic","Unspecified injury of extensor muscle, fascia and tendon of right middle finger at wrist and hand level"
716,Jatri,42,High Dose Rate (HDR) Brachytherapy of Mouth using Palladium 103 (Pd-103),"Unspecified nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with routine healing"
717,Kare,37,"Bypass Ileum to Transverse Colon, Open Approach",Osteochondrodysplasia with defects of growth of tubular bones and spine
718,Rhybox,100,"Urinary System, Occlusion","Other superficial bite of unspecified external genital organs, female, initial encounter"
719,Dabjam,59,"Repair Splenic Artery, Open Approach",Merkel cell carcinoma of left ear and external auricular canal
720,Dabshots,19,"Drainage of Left Tarsal Joint with Drainage Device, Percutaneous Approach","Striking against or struck by driver side automobile airbag, sequela"
721,Skinder,82,"Destruction of Right Internal Jugular Vein, Open Approach","Hemorrhage due to genitourinary prosthetic devices, implants and grafts, sequela"
722,Fivechat,84,"Drainage of Left Wrist Region, Percutaneous Endoscopic Approach","Corrosion of unspecified degree of multiple sites of right lower limb, except ankle and foot"
723,Centizu,99,"Excision of Superior Mesenteric Artery, Percutaneous Endoscopic Approach, Diagnostic","Displaced fracture of medial phalanx of right index finger, initial encounter for open fracture"
724,Digitube,15,"Revision of Drainage Device in Larynx, Percutaneous Approach",Car passenger injured in collision with pedestrian or animal in traffic accident
725,Vipe,7,"Supplement Right Face Vein with Synthetic Substitute, Percutaneous Endoscopic Approach","Burn of third degree of unspecified knee, subsequent encounter"
726,Talane,86,"Restriction of Cystic Duct, Percutaneous Endoscopic Approach","Age-related osteoporosis with current pathological fracture, left humerus, initial encounter for fracture"
727,Gigashots,12,"Fluoroscopy of Right Jugular Veins using Other Contrast, Guidance",Congenital pneumonia due to other organisms
728,Aimbo,5,"Removal of Zooplastic Tissue from Heart, Percutaneous Approach","Underdosing of phenothiazine antipsychotics and neuroleptics, subsequent encounter"
729,Vidoo,27,"Repair Right Lower Extremity Bursa and Ligament, Percutaneous Approach","Other specified injury of intercostal blood vessels, unspecified side"
730,Skynoodle,89,"Restriction of Left Basilic Vein with Intraluminal Device, Percutaneous Approach","Multiple fractures of ribs, right side, initial encounter for closed fracture"
731,Dabjam,79,"Fusion of Thoracolumbar Vertebral Joint, Posterior Approach, Posterior Column, Open Approach",Idiopathic aseptic necrosis of unspecified fibula
732,Oba,22,"Reposition Right Upper Eyelid, Percutaneous Approach",Congenital spondylolisthesis
733,Oyonder,12,"Supplement Left Atrium with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",War operations involving explosion of unspecified marine weapon
734,Meezzy,97,"Revision of Tracheostomy Device in Trachea, Via Natural or Artificial Opening","Military operation involving nuclear radiation effects of nuclear weapon, civilian, initial encounter"
735,Yozio,98,"Drainage of Left Thyroid Artery, Percutaneous Approach, Diagnostic","Pathological fracture in neoplastic disease, pelvis, initial encounter for fracture"
736,Quinu,21,"Insertion of Infusion Device into Left Colic Artery, Percutaneous Approach",Contusion of left upper arm
737,Dabshots,14,"Occlusion of Urethra, Percutaneous Endoscopic Approach","Crushing injury of abdomen, lower back, and pelvis, sequela"
738,Chatterbridge,100,"Extirpation of Matter from Face Artery, Bifurcation, Percutaneous Approach","Corrosion of unspecified degree of multiple left fingers (nail), including thumb, subsequent encounter"
739,Realpoint,97,Magnetic Resonance Imaging (MRI) of Spinal Cord,"Intentional self-harm by unspecified hot objects, initial encounter"
740,Quaxo,31,"Release Upper Vein, Percutaneous Approach","Superficial foreign body of left back wall of thorax, subsequent encounter"
741,Zoonder,91,"Replacement of Accessory Pancreatic Duct with Synthetic Substitute, Open Approach",Underdosing of mineralocorticoids and their antagonists
742,Feedfish,54,"Revision of Infusion Device in Spinal Cord, Percutaneous Approach","Displaced segmental fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type I or II with nonunion"
743,Miboo,7,"Reposition Left Ankle Tendon, Open Approach","Calcification and ossification of muscles associated with burns, other site"
744,Edgetag,87,"Bypass Abdominal Aorta to Left Femoral Artery, Percutaneous Endoscopic Approach",Idiopathic aseptic necrosis of pelvis and femur
745,Buzzster,14,"Supplement Right Hip Bursa and Ligament with Nonautologous Tissue Substitute, Open Approach","Displaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with nonunion"
746,Twitternation,49,"Insertion of Hybrid External Fixation Device into Left Humeral Shaft, Percutaneous Endoscopic Approach","Peripheral pterygium, stationary, right eye"
747,Quimm,6,"Replacement of Left Hand Tendon with Autologous Tissue Substitute, Open Approach","Displaced other fracture of tuberosity of right calcaneus, initial encounter for open fracture"
748,Babblestorm,61,"Bypass Superior Vena Cava to Right Pulmonary Vein with Synthetic Substitute, Open Approach","Unspecified occupant of pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident, sequela"
749,Voonder,26,"Supplement Right Lower Leg Tendon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","Other subluxation of unspecified shoulder joint, sequela"
750,Quire,32,"Excision of Right Brachial Vein, Percutaneous Endoscopic Approach, Diagnostic","Nondisplaced spiral fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
751,Aimbu,76,"Supplement Left Upper Leg Muscle with Synthetic Substitute, Percutaneous Endoscopic Approach","Displaced fracture of body of unspecified calcaneus, subsequent encounter for fracture with delayed healing"
752,Voolith,16,"Supplement Right Lacrimal Bone with Nonautologous Tissue Substitute, Percutaneous Approach","Corrosion of second degree of trunk, unspecified site, sequela"
753,Eidel,24,"Removal of Infusion Device from Great Vessel, External Approach","Other hypertrophic osteoarthropathy, right shoulder"
754,Zoovu,24,"Drainage of Bladder Neck with Drainage Device, Via Natural or Artificial Opening",Unspecified lack of expected normal physiological development in childhood
755,Vinte,6,"Excision of Cul-de-sac, Percutaneous Endoscopic Approach",Loose body in wrist
756,Tagpad,54,"Drainage of Head, Open Approach, Diagnostic","Poisoning by other general anesthetics, intentional self-harm, initial encounter"
757,Jamia,66,"Chiropractic Manipulation of Sacrum, Direct Visceral","Interstitial pulmonary disease, unspecified"
758,Bluezoom,97,Packing of Right Foot using Packing Material,"Toxic effect of coral snake venom, assault"
759,Gabvine,68,"Destruction of Abdominal Sympathetic Nerve, Open Approach",Dining room in reform school as the place of occurrence of the external cause
760,Yata,82,"Supplement of Scalp Subcutaneous Tissue and Fascia with Synthetic Substitute, Open Approach","Sprain of left coracohumeral (ligament), initial encounter"
761,Rhyloo,95,Computerized Tomography (CT Scan) of Left Femur using Low Osmolar Contrast,"Toxic effect of beryllium and its compounds, assault, sequela"
762,Camido,88,"Occlusion of Pancreatic Duct, Percutaneous Approach",Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration
763,Avavee,17,"Reposition Thoracic Vertebral Joint with Internal Fixation Device, External Approach","Displacement of implanted urinary sphincter, sequela"
764,Voonte,86,"Removal of Infusion Device from Lower Intestinal Tract, Open Approach","Displaced osteochondral fracture of left patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
765,Feedmix,82,"Bypass Right Atrium to Left Pulmonary Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",Dyspareunia not due to a substance or known physiological condition
766,Edgeify,37,"Removal of Drainage Device from Cervical Vertebral Disc, Percutaneous Endoscopic Approach","Pervasive developmental disorder, unspecified"
767,Dynabox,95,"Release Right Breast, Via Natural or Artificial Opening",Cutaneous blastomycosis
768,Feedfire,66,"Supplement Right Ankle Tendon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","Nondisplaced fracture of left radial styloid process, sequela"
769,Oba,34,"Repair Right Palatine Bone, Open Approach",Unspecified injury of blood vessel of unspecified finger
770,Devpoint,26,"Introduction of Monoclonal Antibody into Mouth and Pharynx, External Approach",Eosinophilic gastritis or gastroenteritis
771,Rhyzio,47,"Supplement of Left Upper Arm Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach","Flexion deformity, unspecified shoulder"
772,Kazio,2,"Removal of Autologous Tissue Substitute from Bladder, Via Natural or Artificial Opening","Unspecified injury of prostate, subsequent encounter"
773,Flashspan,77,"Release Right Upper Arm Tendon, Percutaneous Approach","Unspecified fracture of unspecified calcaneus, sequela"
774,Vimbo,64,"Removal of Autologous Tissue Substitute from Left Tibia, Open Approach","Pedestrian with other conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident"
775,Quinu,46,"Excision of Left Nipple, Via Natural or Artificial Opening Endoscopic, Diagnostic","Spontaneous rupture of extensor tendons, unspecified forearm"
776,Wikizz,24,"Insertion of Artificial Sphincter into Bladder, Open Approach",Other trade areas as the place of occurrence of the external cause
777,Trudeo,76,"Reposition Upper Vein, Open Approach","Corrosion of third degree of other site of trunk, sequela"
778,Twimbo,99,"Division of Left Ulna, Percutaneous Endoscopic Approach","Poisoning by local astringents and local detergents, intentional self-harm, sequela"
779,Skipfire,36,"Drainage of Right Toe Phalangeal Joint with Drainage Device, Percutaneous Endoscopic Approach","Puncture wound with foreign body of left buttock, sequela"
780,Fatz,78,"Release Left Lower Extremity Lymphatic, Open Approach",Other abnormality of red blood cells
781,Wordpedia,21,"Supplement Cecum with Nonautologous Tissue Substitute, Open Approach","Poisoning by other antacids and anti-gastric-secretion drugs, accidental (unintentional)"
782,Skalith,46,"Occlusion of Middle Colic Artery, Percutaneous Approach",Acute nephritic syndrome with minor glomerular abnormality
783,Eayo,48,"Revision of Drainage Device in Scrotum and Tunica Vaginalis, Open Approach","Daycare center childcare provider, perpetrator of maltreatment and neglect"
784,Photojam,28,"Insertion of Spacer into Left Metacarpocarpal Joint, Open Approach","Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for closed fracture with nonunion"
785,Photospace,34,"Bypass Transverse Colon to Descending Colon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","Maternal care for prolapse of gravid uterus, third trimester"
786,Quaxo,90,"Repair Right Lacrimal Bone, Percutaneous Approach","Corrosion of second degree of unspecified ear [any part, except ear drum], subsequent encounter"
787,Jetpulse,18,"Drainage of Right Foot Tendon, Percutaneous Approach","Sprain of metacarpophalangeal joint of unspecified thumb, subsequent encounter"
788,Skimia,92,"Excision of Left Neck Lymphatic, Percutaneous Approach, Diagnostic",Other general symptoms and signs
